FF_ref,stat_ref,n_ref,mle_ref,stderr_ref,mean_ref,low_ref,high_ref,group,FF_tgt,stat_tgt,n_tgt,mle_tgt,stderr_tgt,mean_tgt,low_tgt,high_tgt,mle_diff,Change
Sage 2.2.1,RMSE,73018,2.259060577842701,0.0341377333158532,2.2592941517222,2.190718633044447,2.3283649508599757,a4,v3-k100,RMSE,73018,1.7428668421933116,0.0081003339949824,1.7431788314216592,1.7280480378391856,1.7594151699156866,-0.5161937356493895,Improved
Sage 2.2.1,RMSE,551856,3.380285291969503,0.0047024964503313,3.38026405364773,3.3712248271481977,3.389637102705336,a18,v3-k100,RMSE,551856,2.911087618828626,0.0035011769271424,2.911091976107569,2.9039954461312503,2.91783621254945,-0.4691976731408771,Improved
Sage 2.2.1,RMSE,8334,3.463385652574318,0.0197827160011669,3.464290526227946,3.4255323236088033,3.5038696894482775,a29,v3-k100,RMSE,8334,3.0660612742854347,0.0176289375634964,3.0662194588281637,3.0333903828675566,3.103504618671898,-0.3973243782888831,Improved
Sage 2.2.1,RMSE,438798,3.4245200814487355,0.00478859285568,3.424297535779745,3.414862029596907,3.434203785624451,a20,v3-k100,RMSE,438798,3.0738209946450143,0.0040332455170548,3.0735806931906797,3.065538115663798,3.081421256731503,-0.3506990868037212,Improved
Sage 2.2.1,RMSE,2724,1.2562762137454688,0.0130184371296934,1.2557275444849396,1.2304723844434429,1.2819310839926692,a25,v3-k100,RMSE,2724,1.0018388625493977,0.0146232616110627,1.001521378793962,0.9730108690536216,1.03203294627441,-0.25443735119607114,Improved
Sage 2.2.1,RMSE,7734,2.7386219899320547,0.0227893109952407,2.7380781646266943,2.6937264157439804,2.7846125875168357,a8,v3-k100,RMSE,7734,2.5390063745099405,0.0230895970740037,2.538581478258959,2.4931387194350947,2.5835172912723054,-0.19961561542211426,Improved
Sage 2.2.1,RMSE,78728,3.2211403368381073,0.0087494971076184,3.221291806556101,3.204445185881012,3.2386471943014596,a13,v3-k100,RMSE,78728,3.25553100777615,0.0085436314873671,3.2555174384981154,3.2392931441467026,3.2728221774303767,0.0343906709380426,Worsened
Sage 2.2.1,RMSE,413176,2.658295072969962,0.0029308237379889,2.6582895821114287,2.652397612576134,2.6639083670278416,a41,v3-k100,RMSE,413176,2.719854079645111,0.0029960636655432,2.7198010852264987,2.7139260432185517,2.7256383417856034,0.06155900667514924,Worsened
Sage 2.2.1,RMSE,349093,3.7753087511685,0.0045330449542046,3.775359886941561,3.766567091857481,3.784502633578383,a14,v3-k100,RMSE,349093,3.88487755321081,0.0050675192762143,3.88508255519384,3.8747515111186974,3.8943202561857575,0.10956880204230979,Worsened
Sage 2.2.1,RMSE,1118267,1.773375069350019,0.0021866384210576,1.7733611215407932,1.7691837045583907,1.7775591159451103,a11,v3-k100,RMSE,1118267,1.8860892992826777,0.0020648914296564,1.8860883206495775,1.8820228618815,1.8899629392297064,0.11271422993265867,Worsened
Sage 2.2.1,RMSE,19956,0.8357649156171433,0.0156151084731018,0.8351900546931316,0.8054427249805101,0.8666044845937213,a3,v3-k100,RMSE,19956,0.9654927139205244,0.0088787619849726,0.965134695778517,0.9478152864567352,0.9822880455252546,0.1297277983033811,Worsened
Sage 2.2.1,RMSE,52635,2.4743497050847387,0.0075999953014578,2.4741203610524933,2.459318249722694,2.4883076306599463,a9,v3-k100,RMSE,52635,2.6405400757288344,0.0095789741722358,2.6405287325870512,2.621180868216665,2.658931654941369,0.1661903706440957,Worsened
Sage 2.2.1,RMSE,121311,3.1570544105181217,0.0063581651576052,3.1572753591812495,3.1446993287228593,3.1697503083736924,a17,v3-k100,RMSE,121311,3.3552423165807217,0.005916000389506,3.355373604284764,3.34398382762883,3.367558348382868,0.19818790606259995,Worsened
Sage 2.2.1,RMSE,120725,3.137469835706429,0.0064774238809696,3.137592355881986,3.1260454413448593,3.1503468196683184,a22,v3-k100,RMSE,120725,3.3533937273906766,0.0063873541985345,3.353421877117903,3.341218548843536,3.3663049597069294,0.21592389168424786,Worsened
Sage 2.2.1,RMSE,1684,2.976653711896946,0.0581954033802915,2.9766391713722737,2.8645996463504506,3.089699268019146,a38,v3-k100,RMSE,1684,3.1926972663290005,0.0474731531017306,3.189572512000161,3.0999212344677076,3.2831948361233736,0.21604355443205447,Worsened
Sage 2.2.1,RMSE,17497,1.2391559385037303,0.0127862784464732,1.2391985077907652,1.2155242657538134,1.264172432942398,a5,v3-k100,RMSE,17497,1.5005785451397733,0.012004691437735,1.5013865517547538,1.4782945355012462,1.5259120308966645,0.261422606636043,Worsened
Sage 2.2.1,RMSE,16305,1.1160564043410008,0.0104593615071867,1.1160807360605425,1.0954178185283112,1.1363802792457698,a6,v3-k100,RMSE,16305,1.4068700377303294,0.0110133595596627,1.4065062708200822,1.3846605569770547,1.42760501392164,0.29081363338932853,Worsened
Sage 2.2.1,RMSE,612063,1.217259506071141,0.0014084265308327,1.2172780229466629,1.214608300462268,1.2199394676740705,a2,v3-k100,RMSE,612063,1.5106577532837588,0.0019455536087921,1.5107745991024564,1.5070972305841668,1.5147567948859533,0.29339824721261776,Worsened
Sage 2.2.1,RMSE,172,1.4250506461521837,0.156700948403472,1.4091252983991476,1.1144923131396465,1.7287197232902856,a30,v3-k100,RMSE,172,2.2729386293766947,0.1863548953185657,2.2631168619011004,1.9011689915808312,2.6332612281729957,0.847887983224511,Worsened
Sage 2.2.1,RMSE,14803,2.8436474323063217,0.0184451610706254,2.844058807845443,2.8100737279696473,2.882695789595962,a34,v3-k100,RMSE,14803,3.72617080499188,0.0143459950001786,3.727088425416563,3.697659263493064,3.756071443183444,0.8825233726855584,Worsened
Sage 2.2.1,RMSE,80410,3.907793454648844,0.0559119262400023,3.903989564596961,3.7907238312725937,4.0209554891557895,a32,v3-k100,RMSE,80410,4.952828417672076,0.0466546296437275,4.95130828603491,4.860559773537621,5.040324192136843,1.0450349630232316,Worsened
Sage 2.2.1,RMSE,93156,3.624221114379926,0.0496528841836279,3.6247048501402417,3.528828275112985,3.7218434791010058,a31,v3-k100,RMSE,93156,4.6828720017375085,0.0435478169984203,4.6830920692091125,4.600045948058811,4.77257337499037,1.0586508873575826,Worsened
Sage 2.2.1,RMSE,9162,2.7532747490166263,0.022267780266637,2.753721377115281,2.7097636902946807,2.798178935076416,a37,v3-k100,RMSE,9162,3.852122989800801,0.0139755270337884,3.852628151244444,3.8256671913443743,3.88183279550402,1.0988482407841746,Worsened
Sage 2.2.1,RMSE,10816,2.5775751181598396,0.0151546398361802,2.577989992181416,2.5491183750107225,2.607300460362865,a41a,v3-k100,RMSE,10816,3.700638107961299,0.0151768335926715,3.7003850075264446,3.670837076343854,3.731036544829542,1.1230629898014595,Worsened
Sage 2.2.1,RMSE,459,6.44337527788315,0.2036754556435495,6.4335752610144015,6.047563585832445,6.8386290606249425,a24,v3-k100,RMSE,459,7.589092175904621,0.2277232967393699,7.588243142436302,7.123764386089454,8.017638970770461,1.1457168980214707,Worsened
Sage 2.2.1,RMSE,7331,1.987675374493885,0.0243636741635854,1.9858561707170097,1.9383897411835376,2.0331510011545357,a13a,v3-k100,RMSE,7331,3.3838911186452996,0.033226513992363,3.384601495601297,3.3180014143761043,3.4499753202016654,1.3962157441514145,Worsened
Sage 2.2.1,RMSE,134,10.481739054689823,0.2421219459426937,10.478960991032862,10.027731342291071,10.94654043454352,a24a,v3-k100,RMSE,134,12.768635735313628,0.2152956350277697,12.768640872218104,12.367753800144856,13.20984456903046,2.286896680623805,Worsened
Sage 2.2.1,RMSE,3233,0.8709486462545694,0.0200888949641295,0.8705370733158057,0.8316616760679187,0.91394514936371,a12,v3-k100,RMSE,3233,3.3406649700721824,0.0166689076204719,3.3406474895763916,3.3083909817925594,3.373748450630804,2.469716323817613,Worsened
